city|location|area_sq_ft|num_of_bedrooms|num_of_bathrooms|price_in_rupees
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|22500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|22500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|14800000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Peoples Colony, Gujranwala|2723|7|6|32500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|17000000
Gujranwala|DHA Defence, Gujranwala|1634|4|4|14000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|49000000
Gujranwala|Wapda Town, Gujranwala|2723|5|5|32000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|40000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42500000
Gujranwala|Wapda Town, Gujranwala|2723|5|5|34000000
Gujranwala|Garden Town Phase 2, Garden Town|2723|5|6|32500000
Gujranwala|DHA Defence, Gujranwala|1362|3|3|12500000
Gujranwala|DHA Defence, Gujranwala|1362|3|3|12500000
Gujranwala|DHA Defence, Gujranwala|1634|3|3|14000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|34000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|14500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|49000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|40000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|38000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|20000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|17000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|20000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|13000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|19000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|34000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|22500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|32500000
Gujranwala|DHA Defence, Gujranwala|1634|3|3|14000000
Gujranwala|DHA Defence, Gujranwala|1362|3|3|12500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|17000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|19900000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|21000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Citi Housing Society, Gujranwala|1906|6|6|28000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|39500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|38000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Master City Housing Scheme, Gujranwala|1906|5|4|23000000
Gujranwala|Master City Housing Scheme, Gujranwala|1362|4|4|14000000
Gujranwala|Citi Housing Society, Gujranwala|2723|4|5|39000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|31000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|20000000
Gujranwala|Citi Housing Society, Gujranwala|5445|6|6|75000000
Gujranwala|Wafi Citi Housing Scheme, Gujranwala|2723|6|7|28500000
Gujranwala|Citi Housing - Phase 1, Citi Housing Society|1362|5|6|17500000
Gujranwala|Ajwa City - Block A, Ajwa City|2723|6|4|25000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42500000
Gujranwala|DHA Defence, Gujranwala|2723|5|6|22500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|18000000
Gujranwala|DHA Defence, Gujranwala|1634|3|3|14000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|44000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|27500000
Gujranwala|Citi Housing Society, Gujranwala|2723|7|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|19000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|48500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|1362|5|4|27500000
Gujranwala|Garden Town Phase 2 - Block H, Garden Town Phase 2|2178|5|6|32500000
Gujranwala|Citi Housing Society, Gujranwala|3540|6|6|47000000
Gujranwala|Chicherwali, Gujranwala|654|3|3|7000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|27000000
Gujranwala|DC Colony, Gujranwala|2723|5|6|38500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|19500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|20000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|17500000
Gujranwala|Citi Housing Society, Gujranwala|1362|3|4|18000000
Gujranwala|Citi Housing Society, Gujranwala|1906|5|6|24000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|32500000
Gujranwala|DC Colony - Bolan Block, DC Colony|2723|5|6|38000000
Gujranwala|DC Colony, Gujranwala|2723|5|6|39000000
Gujranwala|Palm City Housing Scheme, Gujranwala|2723|5|6|37000000
Gujranwala|DC Colony, Gujranwala|2723|5|6|41500000
Gujranwala|Citi Housing Society, Gujranwala|1362|5|5|18500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|22500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|5445|6|6|70000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|34000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|38000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Ajwa City - Block B, Ajwa City|1362|3|2|11000000
Gujranwala|DHA Defence, Gujranwala|1362|4|3|12500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16500000
Gujranwala|Kangniwala, Gujranwala|1634|4|4|12000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|2859|6|6|50000000
Gujranwala|Peoples Colony, Gujranwala|1089|4|4|15500000
Gujranwala|Peoples Colony - Block Y, Peoples Colony|1089|5|5|15500000
Gujranwala|DC Colony, Gujranwala|1362|5|5|25500000
Gujranwala|DC Colony - Satluj Block, DC Colony|2723|5|5|48000000
Gujranwala|DC Colony - Bolan Block, DC Colony|2723|5|5|45000000
Gujranwala|DC Colony, Gujranwala|5445|6|6|92500000
Gujranwala|DC Colony - Ravi Block, DC Colony|5445|6|6|77000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|49000000
Gujranwala|Citi Housing Society, Gujranwala|5445|5|5|72500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|22500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16000000
Gujranwala|Citi Housing Phase 1 - Block CC, Citi Housing - Phase 1|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|36000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|23000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|41000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|15000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|52500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|38000000
Gujranwala|Palm City Housing Scheme, Gujranwala|1362|4|4|16000000
Gujranwala|Johar Town, Gujranwala|871|4|3|6600000
Gujranwala|GT Road, Gujranwala|1362|2|3|8500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|22500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|36000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|5|35000000
Gujranwala|Garden Town Phase 3, Garden Town|2723|5|6|35000000
Gujranwala|Garden Town Phase 3, Garden Town|2723|5|6|45000000
Gujranwala|Garden Town, Gujranwala|2723|5|6|32500000
Gujranwala|Sui Gas Road, Gujranwala|1362|4|4|15000000
Gujranwala|Garden Town Phase 3 - Block D, Garden Town Phase 3|1362|4|4|22500000
Gujranwala|Garden Town Phase 3 - Block D, Garden Town Phase 3|1362|4|4|22500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|14500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|17000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|5445|6|6|65000000
Gujranwala|Citi Housing Society, Gujranwala|1906|5|5|22500000
Gujranwala|Citi Housing Society, Gujranwala|3540|0|0|47000000
Gujranwala|Wapda Town - Block C2, Wapda Town|2723|5|6|37000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|35000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|2859|6|6|49000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|15500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Wapda Town, Gujranwala|2723|5|6|33000000
Gujranwala|Sui Gas Road, Gujranwala|5445|7|6|48000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|22500000
Gujranwala|DHA Defence, Gujranwala|1362|3|4|12500000
Gujranwala|Canal View Housing Scheme, Gujranwala|2723|6|6|37500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16000000
Gujranwala|Master City Housing Scheme, Gujranwala|1362|4|5|17000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|27500000
Gujranwala|Citi Housing Society, Gujranwala|2723|0|0|40000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|0|19000000
Gujranwala|Citi Housing Society, Gujranwala|3295|6|6|37500000
Gujranwala|Royal Palm City, Eminabad More|1362|3|4|15000000
Gujranwala|Palm City Housing Scheme, Gujranwala|2995|6|6|37000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|21000000
Gujranwala|Wapda Town - Block B2, Wapda Town|2723|6|6|35000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|17000000
Gujranwala|Citi Housing Phase 1 - Block AA, Citi Housing - Phase 1|2723|6|6|36000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|40000000
Gujranwala|Royal Palm City - Block D, Royal Palm City|1362|4|4|16000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing - Phase 2, Citi Housing Society|1362|4|4|22000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16500000
Gujranwala|Ajwa City - Block B, Ajwa City|1362|4|4|12500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Noorpur, Bhekopur|1089|5|4|9000000
Gujranwala|Citi Housing Society, Gujranwala|1498|4|5|19000000
Gujranwala|DHA Defence, Gujranwala|2723|5|6|22500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|19000000
Gujranwala|Citi Housing Society, Gujranwala|1498|4|5|19000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|38000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|32000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|3|14000000
Gujranwala|Citi Housing Society, Gujranwala|5445|6|6|75000000
Gujranwala|Citi Housing Society, Gujranwala|2723|7|6|42500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|32500000
Gujranwala|DC Colony - Sawan Block, DC Colony|2723|5|6|38500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|31000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|17000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|15500000
Gujranwala|Palm City Housing Scheme, Gujranwala|1362|4|4|15000000
Gujranwala|Citi Housing Phase 1 - Block CC, Citi Housing - Phase 1|5445|6|6|70000000
Gujranwala|Palm City Housing Scheme, Gujranwala|1362|4|4|15500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16800000
Gujranwala|DHA Defence, Gujranwala|1362|3|3|12500000
Gujranwala|G Magnolia Park, Gujranwala|1906|5|4|21000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39900000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|28000000
Gujranwala|DC Colony - Kabul Block, DC Colony|5445|5|6|75000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|14500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|50000000
Gujranwala|Citi Housing Society, Gujranwala|1634|4|5|22500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|17000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18500000
Gujranwala|Citi Housing Society, Gujranwala|3812|6|6|65000000
Gujranwala|Citi Housing Society, Gujranwala|3540|6|6|45000000
Gujranwala|Citi Housing Society, Gujranwala|3295|5|6|32500000
Gujranwala|Citi Housing Society, Gujranwala|3295|6|6|35000000
Gujranwala|Citi Housing Society, Gujranwala|1362|2|3|13500000
Gujranwala|Citi Housing Society, Gujranwala|1362|6|6|16500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18500000
Gujranwala|DC Colony, Gujranwala|1362|3|5|22500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|35000000
Gujranwala|Citi Housing Society, Gujranwala|5445|6|6|60000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|15500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|32500000
Gujranwala|DC Colony, Gujranwala|2723|5|6|46000000
Gujranwala|DC Colony, Gujranwala|1362|3|4|23000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|36000000
Gujranwala|DHA Defence, Gujranwala|1362|3|3|12500000
Gujranwala|DHA Defence, Gujranwala|1634|3|3|14000000
Gujranwala|DHA Defence, Gujranwala|2723|5|6|22500000
Gujranwala|Citi Housing Society, Gujranwala|5445|5|6|75000000
Gujranwala|Royal Palm City - Block D, Royal Palm City|1362|4|4|16000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|19000000
Gujranwala|DHA Defence, Gujranwala|1362|3|3|12500000
Gujranwala|DHA Defence, Gujranwala|1634|4|4|14000000
Gujranwala|DHA Defence, Gujranwala|2723|5|5|22500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|38000000
Gujranwala|Citi Housing Society, Gujranwala|2995|6|6|32500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|40000000
Gujranwala|Citi Housing Society, Gujranwala|5445|5|5|72500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|40000000
Gujranwala|Citi Housing Society, Gujranwala|2995|6|6|35000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|32500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|0|43500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|50000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16000000
Gujranwala|Citi Housing Phase 1 - Block DD, Citi Housing - Phase 1|1362|4|4|21000000
Gujranwala|DC Colony, Gujranwala|5445|6|5|84000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|16500000
Gujranwala|Citi Housing Society, Gujranwala|1906|5|5|22500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42500000
Gujranwala|DHA Defence, Gujranwala|2723|5|6|22500000
Gujranwala|DHA Defence, Gujranwala|2723|5|6|22500000
Gujranwala|DHA Defence, Gujranwala|2723|5|6|22500000
Gujranwala|DHA Defence, Gujranwala|1634|3|3|14000000
Gujranwala|DHA Defence, Gujranwala|2723|5|6|22500000
Gujranwala|DC Colony - Bolan Block, DC Colony|2723|6|6|42000000
Gujranwala|DC Colony - Bolan Block, DC Colony|2723|6|6|46000000
Gujranwala|Canal View Housing Scheme, Gujranwala|4084|5|6|45000000
Gujranwala|Citi Housing Society, Gujranwala|5445|6|6|70000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|38000000
Gujranwala|Citi Housing Society, Gujranwala|1906|5|6|28000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|28500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16000000
Gujranwala|DHA Defence, Gujranwala|1362|4|4|12500000
Gujranwala|Rahwali Cantt, Gujranwala|8168|6|6|130000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|19000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Garden Town Phase 2, Garden Town|3268|8|6|35000000
Gujranwala|DHA Defence, Gujranwala|1634|5|5|14000000
Gujranwala|DHA Defence, Gujranwala|1634|3|3|14000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16000000
Gujranwala|DHA Defence, Gujranwala|2723|5|6|22500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|15500000
Gujranwala|Citi Housing Society, Gujranwala|1089|4|4|10000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Master City Housing Scheme, Gujranwala|2723|5|5|28900000
Gujranwala|Popular Nursery Town, Gujranwala|1362|4|3|5200000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|17000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|22500000
Gujranwala|Green Valley Phase 2, Green Valley Housing Scheme|2178|8|6|25000000
Gujranwala|DC Colony - Bolan Block, DC Colony|2723|5|5|38000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|20000000
Gujranwala|Master City Housing Scheme, Gujranwala|1362|3|4|16000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|19000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|18500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|50000000
Gujranwala|DHA Defence, Gujranwala|2723|5|5|22500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|39000000
Gujranwala|Jalil Town, Gujranwala|545|4|2|6700000
Gujranwala|Citi Housing - Phase 2, Citi Housing Society|1362|3|4|17000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|36500000
Gujranwala|Jalil Town, Gujranwala|3268|5|6|26500000
Gujranwala|Citi Housing Society, Gujranwala|5445|6|6|65000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|50000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|22500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|17000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|18500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|DHA Defence, Gujranwala|1362|3|3|12500000
Gujranwala|DHA Defence, Gujranwala|1634|4|4|14000000
Gujranwala|DHA Defence, Gujranwala|2723|5|5|22500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|39500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|35000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|17000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Satellite Town, Gujranwala|1307|4|4|17000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|21500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|15000000
Gujranwala|Wapda Town, Gujranwala|2723|5|5|36000000
Gujranwala|Garden Town Phase 3, Garden Town|2723|5|6|38000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|22500000
Gujranwala|Citi Housing Society, Gujranwala|5445|6|6|75000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|38000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Satellite Town, Gujranwala|5445|6|6|160000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|35000000
Gujranwala|Citi Housing Society, Gujranwala|1906|5|5|25000000
Gujranwala|Citi Housing Society, Gujranwala|1906|5|5|24000000
Gujranwala|Citi Housing Society, Gujranwala|1906|5|5|26000000
Gujranwala|Citi Housing Society, Gujranwala|1634|4|4|23000000
Gujranwala|Citi Housing Society, Gujranwala|1906|4|4|26500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|18000000
Gujranwala|Canal View Housing Scheme, Gujranwala|2723|6|6|37500000
Gujranwala|Jinnah Road, Gujranwala|1362|5|5|11500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|50000000
Gujranwala|Citi Housing Society, Gujranwala|1906|4|5|25000000
Gujranwala|Citi Housing - Phase 1, Citi Housing Society|2723|6|6|26000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|50000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|5|31000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Palm City Housing Scheme, Gujranwala|1362|4|4|15500000
Gujranwala|Citi Housing Society, Gujranwala|2995|6|6|46000000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|17000000
Gujranwala|Citi Housing Society, Gujranwala|1906|4|5|24000000
Gujranwala|DC Colony, Gujranwala|5445|6|6|85000000
Gujranwala|Professors Colony, Gujranwala|5990|3|3|41000000
Gujranwala|Allama Iqbal Town, Gujranwala|2723|4|5|35000000
Gujranwala|DC Colony, Gujranwala|1362|3|4|21000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|22500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|50000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|50000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|1362|2|3|14000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Citi Housing Society, Gujranwala|2723|0|0|35000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|18500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16500000
Gujranwala|DC Colony - Mehran Block, DC Colony|2723|5|6|38500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|5|35000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|40000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|17000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|20000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|21500000
Gujranwala|DC Colony - Bolan Block, DC Colony|2723|5|6|37000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|17500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|19000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|17000000
Gujranwala|Citi Housing Society, Gujranwala|2859|6|6|49000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Fazal Town, Gujranwala|817|5|4|8500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|42000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|32500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|20000000
Gujranwala|Royal Palm City - Block D, Royal Palm City|1362|4|4|16000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|39000000
Gujranwala|DC Colony - Kaghan Block, DC Colony|5445|6|6|75000000
Gujranwala|Palm City Housing Scheme, Gujranwala|1362|4|4|15000000
Gujranwala|Palm City Housing Scheme, Gujranwala|1362|4|4|15500000
Gujranwala|Citi Housing Society, Gujranwala|2723|5|6|32500000
Gujranwala|Citi Housing Society, Gujranwala|2995|6|6|45500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|13500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16000000
Gujranwala|Citi Housing Society, Gujranwala|1362|6|6|17500000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|35000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|16000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|4|17000000
Gujranwala|DC Colony - Kabul Block, DC Colony|5445|6|6|72500000
Gujranwala|Citi Housing Society, Gujranwala|2723|7|6|39000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|17000000
Gujranwala|Citi Housing Society, Gujranwala|2723|6|6|40000000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|18500000
Gujranwala|Citi Housing Society, Gujranwala|1362|4|5|16500000
Gujranwala|Garden Town Phase 3 - Block B, Garden Town Phase 3|1362|4|3|21500000
